date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:53:05	8168/8168	---MCZ	200	added ('OK')	text/html	etag:W/%2262b1b26377367f45f5c1c4b555466a85%22	https://status.cloud.sugarcrm.com/components/5b26a3ae87d84436fd54ace8?locale=ja	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3ae87d84436fd54ace82362.html	(from https://status.cloud.sugarcrm.com/components/5b26a3ae87d84436fd54ace8)
11:53:06	8266/8266	---MCZ	200	added ('OK')	text/html	etag:W/%22d8075ee36546a47e605ce5bab55270ef%22	https://status.cloud.sugarcrm.com/components/5b26a3ae87d84436fd54ace8?locale=nl	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3ae87d84436fd54ace8af37.html	(from https://status.cloud.sugarcrm.com/components/5b26a3ae87d84436fd54ace8)
11:53:06	8337/8337	---MCZ	200	added ('OK')	text/html	etag:W/%22c19ee534544b4c98b0745fc352677dc6%22	https://status.cloud.sugarcrm.com/components/5b26a3ae87d84436fd54ace8?locale=pt-BR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3ae87d84436fd54ace84c33.html	(from https://status.cloud.sugarcrm.com/components/5b26a3ae87d84436fd54ace8)
11:53:07	8390/8390	---MCZ	200	added ('OK')	text/html	etag:W/%22ebd8231d595fbc7f073a47bc427d8dcc%22	https://status.cloud.sugarcrm.com/components/5b26a3ae87d84436fd54ace8?locale=sv	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3ae87d84436fd54ace863fd.html	(from https://status.cloud.sugarcrm.com/components/5b26a3ae87d84436fd54ace8)
11:53:07	7886/7886	---MCZ	200	added ('OK')	text/html	etag:W/%2278b1548d69cffd80f6a35517522fd033%22	https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3?locale=es-AR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3bd4b.html	(from https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3)
11:53:08	7811/7811	---MCZ	200	added ('OK')	text/html	etag:W/%229a953d75a52e65ad6609e321bcd573bd%22	https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3?locale=da	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3a433.html	(from https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3)
11:53:08	8788/8788	---MCZ	200	added ('OK')	text/html	etag:W/%22529c5b8ec773265f8843cbe538b9e439%22	https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3?locale=de	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf30d31.html	(from https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3)
11:53:08	8844/8844	---MCZ	200	added ('OK')	text/html	etag:W/%22c2b3ef9bf8a29fc5484c181e96225a47%22	https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3?locale=fr	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3f9ce.html	(from https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3)
11:53:09	7738/7738	---MCZ	200	added ('OK')	text/html	etag:W/%22bddf40e82a4530e446d1a65e0e4122b7%22	https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3?locale=ja	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf32362.html	(from https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3)
11:53:09	7852/7852	---MCZ	200	added ('OK')	text/html	etag:W/%22d030829fbbcc8529d4f3cea48f7b607c%22	https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3?locale=nl	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3af37.html	(from https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3)
11:53:09	7919/7919	---MCZ	200	added ('OK')	text/html	etag:W/%2204f7c62dca1adf37930f065a1eae0b81%22	https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3?locale=pt-BR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf34c33.html	(from https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3)
11:53:10	7838/7838	---MCZ	200	added ('OK')	text/html	etag:W/%22a280c18db3d2fa70b5088f97d44b3d0d%22	https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3?locale=sv	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf363fd.html	(from https://status.cloud.sugarcrm.com/components/5b26a3d587d84436fd54acf3)
11:53:10	12604/12604	---MCZ	200	added ('OK')	text/html	etag:W/%227ae05d5471248c2a7eb0996ab2072fbe%22	https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe/history	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe/history.html	(from https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe)
11:53:11	10015/10015	---MCZ	200	added ('OK')	text/html	etag:W/%22b932a35b8d002d053981460e3c767e10%22	https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe?locale=es-AR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfebd4b.html	(from https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe)
11:53:11	9909/9909	---MCZ	200	added ('OK')	text/html	etag:W/%223c6e2d68483e32e8e731f68b2fe90334%22	https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe?locale=da	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfea433.html	(from https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe)
11:53:11	10917/10917	---MCZ	200	added ('OK')	text/html	etag:W/%228a63e683fe3170dd1f1c4ad079020590%22	https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe?locale=de	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe0d31.html	(from https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe)
11:53:12	11040/11040	---MCZ	200	added ('OK')	text/html	etag:W/%22e06ebdf7d3e967add7bd02dc4cbf3512%22	https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe?locale=fr	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfef9ce.html	(from https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe)
11:53:12	9961/9961	---MCZ	200	added ('OK')	text/html	etag:W/%228ae16ee41af98201b924413ccf8cc04c%22	https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe?locale=ja	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe2362.html	(from https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe)
11:53:13	9964/9964	---MCZ	200	added ('OK')	text/html	etag:W/%22fa6278d318dfa770567a812a056127b2%22	https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe?locale=nl	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfeaf37.html	(from https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe)
11:53:13	10058/10058	---MCZ	200	added ('OK')	text/html	etag:W/%22a30f5d1b0f2880102254f7b28ac43c46%22	https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe?locale=pt-BR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe4c33.html	(from https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe)
11:53:14	9945/9945	---MCZ	200	added ('OK')	text/html	etag:W/%22abb69bff27ce130e5cf348f173c891bb%22	https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe?locale=sv	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe63fd.html	(from https://status.cloud.sugarcrm.com/components/5b26a3e987d84436fd54acfe)
11:53:15	7886/7886	---MCZ	200	added ('OK')	text/html	etag:W/%2288abb8f9c6dce9b7f953614d3481ddba%22	https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09?locale=es-AR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09bd4b.html	(from https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09)
11:53:15	7811/7811	---MCZ	200	added ('OK')	text/html	etag:W/%22b4e5cf2d281d8d6c5483d42c421d5675%22	https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09?locale=da	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09a433.html	(from https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09)
11:53:15	8788/8788	---MCZ	200	added ('OK')	text/html	etag:W/%2298759617140aa402432586d6bc74df9b%22	https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09?locale=de	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad090d31.html	(from https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09)
11:53:16	8844/8844	---MCZ	200	added ('OK')	text/html	etag:W/%22c5cb9e6adcd3b4653d9b004ea6e52129%22	https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09?locale=fr	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09f9ce.html	(from https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09)
11:53:16	7738/7738	---MCZ	200	added ('OK')	text/html	etag:W/%22de26cd7276d8db9a049e4b4a1406e1d8%22	https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09?locale=ja	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad092362.html	(from https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09)
11:53:17	7852/7852	---MCZ	200	added ('OK')	text/html	etag:W/%224c83039f7c27ff9de4ae6022d5d13712%22	https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09?locale=nl	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09af37.html	(from https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09)
11:53:17	7919/7919	---MCZ	200	added ('OK')	text/html	etag:W/%22f6dac19ef4e5db6310625710587e81fb%22	https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09?locale=pt-BR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad094c33.html	(from https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09)
11:53:18	7838/7838	---MCZ	200	added ('OK')	text/html	etag:W/%22fa1a6fef530e48feb2a818b1ac64900c%22	https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09?locale=sv	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad0963fd.html	(from https://status.cloud.sugarcrm.com/components/5b26a3fe87d84436fd54ad09)
11:53:18	8887/8887	---MCZ	200	added ('OK')	text/html	etag:W/%222d8e587aa4571a98c84e7a9c00d1a5fa%22	https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536/history	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536/history.html	(from https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536)
11:53:19	8217/8217	---MCZ	200	added ('OK')	text/html	etag:W/%22ad63d8f2b7e37c610ad1f66165b68ce7%22	https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536?locale=es-AR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536bd4b.html	(from https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536)
11:53:19	8128/8128	---MCZ	200	added ('OK')	text/html	etag:W/%2268f65cc0fb60c09e0501ba4f25eb4215%22	https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536?locale=da	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536a433.html	(from https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536)
11:53:19	9111/9111	---MCZ	200	added ('OK')	text/html	etag:W/%22d16300fd5bab8e895f3cc8fee56883e5%22	https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536?locale=de	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b5360d31.html	(from https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536)
11:53:20	9201/9201	---MCZ	200	added ('OK')	text/html	etag:W/%22ae30bcb8848f71f4f828cfdcb57ae77e%22	https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536?locale=fr	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536f9ce.html	(from https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536)
11:53:21	8082/8082	---MCZ	200	added ('OK')	text/html	etag:W/%22e2b0f4c88ad7a1d45afaa46bb8e77a38%22	https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536?locale=ja	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b5362362.html	(from https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536)
11:53:22	8182/8182	---MCZ	200	added ('OK')	text/html	etag:W/%22e1d2ae6f0345ec3448553a4caa6bae52%22	https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536?locale=nl	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536af37.html	(from https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536)
11:53:22	8251/8251	---MCZ	200	added ('OK')	text/html	etag:W/%225bbc39d43a1cb7b8224f89956277ae8e%22	https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536?locale=pt-BR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b5364c33.html	(from https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536)
11:53:22	8298/8298	---MCZ	200	added ('OK')	text/html	etag:W/%22908bdaca50f751c335959db61f68b85e%22	https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536?locale=sv	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b53663fd.html	(from https://status.cloud.sugarcrm.com/components/5b26c0834e80f1268d93b536)
11:53:23	18069/18069	---MCZ	200	added ('OK')	text/html	etag:W/%22fe2bd77bc60db1a0dd0e23251502dd1c%22	https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541/history	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541/history.html	(from https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541)
11:53:23	9088/9088	---MCZ	200	added ('OK')	text/html	etag:W/%22f4575152b408774ceafe7bfa9d0f7d1f%22	https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541?locale=es-AR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541bd4b.html	(from https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541)
11:53:24	8985/8985	---MCZ	200	added ('OK')	text/html	etag:W/%224abf66f6466ae137b5c9fbf0dab39f4b%22	https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541?locale=da	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541a433.html	(from https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541)
11:53:24	9978/9978	---MCZ	200	added ('OK')	text/html	etag:W/%228708afc2530e635657c36d03d51573b6%22	https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541?locale=de	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b5410d31.html	(from https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541)
11:53:25	10086/10086	---MCZ	200	added ('OK')	text/html	etag:W/%2281545198dcaf4a60515102d3481fe1ea%22	https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541?locale=fr	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541f9ce.html	(from https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541)
11:53:26	9007/9007	---MCZ	200	added ('OK')	text/html	etag:W/%22eff32b76b519f599db29f7fb278a7ec5%22	https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541?locale=ja	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b5412362.html	(from https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541)
11:53:26	9049/9049	---MCZ	200	added ('OK')	text/html	etag:W/%2286607298087b800296e1e8bd1551a856%22	https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541?locale=nl	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541af37.html	(from https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541)
11:53:27	9116/9116	---MCZ	200	added ('OK')	text/html	etag:W/%22fae673ae09c6735914026495eaaf5836%22	https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541?locale=pt-BR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b5414c33.html	(from https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541)
11:53:27	9025/9025	---MCZ	200	added ('OK')	text/html	etag:W/%229cb3140158d3d99b8dde9f61d86754c9%22	https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541?locale=sv	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b54163fd.html	(from https://status.cloud.sugarcrm.com/components/5b26c0aa4e80f1268d93b541)
11:53:28	7853/7853	---MCZ	200	added ('OK')	text/html	etag:W/%2296705de2598655b34f543f319fc4cc2b%22	https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe?locale=es-AR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4febd4b.html	(from https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe)
11:53:28	7778/7778	---MCZ	200	added ('OK')	text/html	etag:W/%22c126d280b55194f2c0ceb77352b7fd8d%22	https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe?locale=da	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fea433.html	(from https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe)
11:53:29	8755/8755	---MCZ	200	added ('OK')	text/html	etag:W/%22ff8c77bd98d5760fb6736acf4f46a848%22	https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe?locale=de	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe0d31.html	(from https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe)
11:53:29	8811/8811	---MCZ	200	added ('OK')	text/html	etag:W/%22922698cb0165ddafe0694bc7fd159174%22	https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe?locale=fr	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fef9ce.html	(from https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe)
11:53:29	7705/7705	---MCZ	200	added ('OK')	text/html	etag:W/%22b6e2e24aa4e379f6267f1e173fb4798a%22	https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe?locale=ja	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe2362.html	(from https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe)
11:53:30	7819/7819	---MCZ	200	added ('OK')	text/html	etag:W/%22ba47f22a6f7831c178f2f7e52120bd09%22	https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe?locale=nl	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4feaf37.html	(from https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe)
11:53:30	7886/7886	---MCZ	200	added ('OK')	text/html	etag:W/%2219e5002eeb0c5e4c15432691da316968%22	https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe?locale=pt-BR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe4c33.html	(from https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe)
11:53:31	7805/7805	---MCZ	200	added ('OK')	text/html	etag:W/%220022d5841e3b842fdbbcb967a2ffdbb2%22	https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe?locale=sv	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe63fd.html	(from https://status.cloud.sugarcrm.com/components/5b26bf884e80f1268d93b4fe)
11:53:31	7853/7853	---MCZ	200	added ('OK')	text/html	etag:W/%2280a12de1a7c6043f4a61ff889286e673%22	https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509?locale=es-AR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509bd4b.html	(from https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509)
11:53:32	7778/7778	---MCZ	200	added ('OK')	text/html	etag:W/%22e95553d847ad264c9f901feee66b6f10%22	https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509?locale=da	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509a433.html	(from https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509)
11:53:32	8755/8755	---MCZ	200	added ('OK')	text/html	etag:W/%22a31e7d26b67fe0a0ce0638b873849627%22	https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509?locale=de	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b5090d31.html	(from https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509)
11:53:33	8811/8811	---MCZ	200	added ('OK')	text/html	etag:W/%224f07247773dd672a87b6942ed4819372%22	https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509?locale=fr	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509f9ce.html	(from https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509)
11:53:33	7705/7705	---MCZ	200	added ('OK')	text/html	etag:W/%22e31124af76379945f540c3b47cb13262%22	https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509?locale=ja	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b5092362.html	(from https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509)
11:53:34	7819/7819	---MCZ	200	added ('OK')	text/html	etag:W/%22e5d48078358d730eaf2e06947df43a51%22	https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509?locale=nl	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509af37.html	(from https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509)
11:53:34	7886/7886	---MCZ	200	added ('OK')	text/html	etag:W/%229b725125cf21e58352a42389f1132f15%22	https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509?locale=pt-BR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b5094c33.html	(from https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509)
11:53:34	7805/7805	---MCZ	200	added ('OK')	text/html	etag:W/%22b24da9662aa346b8d61abbdcfda86a16%22	https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509?locale=sv	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b50963fd.html	(from https://status.cloud.sugarcrm.com/components/5b26bfb94e80f1268d93b509)
11:53:35	7865/7865	---MCZ	200	added ('OK')	text/html	etag:W/%2214e710949cc863c3a227f9aeb9763ab7%22	https://status.cloud.sugarcrm.com/components/5b26c01d4e80f1268d93b514?locale=es-AR	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c01d4e80f1268d93b514bd4b.html	(from https://status.cloud.sugarcrm.com/components/5b26c01d4e80f1268d93b514)
11:53:35	7790/7790	---MCZ	200	added ('OK')	text/html	etag:W/%2297dbf86c611b9ec1331233a38add1cc8%22	https://status.cloud.sugarcrm.com/components/5b26c01d4e80f1268d93b514?locale=da	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c01d4e80f1268d93b514a433.html	(from https://status.cloud.sugarcrm.com/components/5b26c01d4e80f1268d93b514)
11:53:36	8767/8767	---MCZ	200	added ('OK')	text/html	etag:W/%22a2e3ce14e2bf72915a5f4cbf00711009%22	https://status.cloud.sugarcrm.com/components/5b26c01d4e80f1268d93b514?locale=de	C:/Users/Burak/Desktop/StatusPage/StatusPage/status.cloud.sugarcrm.com/components/5b26c01d4e80f1268d93b5140d31.html	(from https://status.cloud.sugarcrm.com/components/5b26c01d4e80f1268d93b514)
